ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
11012,80000,1,2,1,52,0,-1,0,-2,3,1,52300,106336,29456,50688,73701,58855,8492,44559,3237,21287,12485,23724
11013,50000,1,3,2,28,2,2,0,-1,0,-1,28945,34938,27945,13098,4206,45759,2310,9884,2857,5890,1016,21400
11014,300000,2,3,1,29,0,-1,1,-1,1,0,217033,86951,154720,299185,290335,248595,48639,13682,24526,11694,10431,76821
11015,20000,1,3,1,33,0,-1,1,3,-1,0,26645,793,10357,10315,4036,5781,2269,25,2076,3090,403,885
11016,500000,1,2,2,30,-1,2,1,-1,2,2,454041,188894,367079,344441,459196,187595,100813,22153,99190,122946,228628,360
11017,200000,2,3,1,50,1,3,2,-1,0,4,230781,165175,1339,54468,212833,128826,5062,81974,106,14365,57440,4236
11018,120000,2,3,1,25,-2,-1,1,-1,1,-1,101526,137574,119852,78269,29468,17545,36350,43640,22509,3240,6042,3031
11019,10000,2,2,2,38,2,-1,-2,-1,-1,0,5798,3590,5118,6278,15370,18053,164,839,1926,2429,1041,1755
11020,100000,2,2,2,26,-1,-1,0,-2,1,-1,40132,109042,67179,101321,116352,12533,19188,8540,23345,21922,44259,105
11021,200000,1,5,1,22,0,1,0,0,-1,-1,78116,136737,20652,65611,213671,233037,34332,17524,1424,12464,99799,96344
11022,300000,1,4,2,21,-1,-1,0,0,3,2,224257,133693,240274,158810,317327,6863,8416,17769,90557,30814,72329,1325
11023,200000,2,3,2,44,2,-1,1,0,1,1,166409,17372,55834,89167,90250,-7014,82913,4463,12007,426,25614,0
11024,100000,2,3,2,26,0,-1,1,-1,0,-1,103208,36613,44886,121521,116599,63648,16253,7689,574,50994,39433,2022
11025,100000,2,5,2,29,0,0,0,-1,0,1,51811,8539,106449,43469,11133,88767,17031,4069,8510,14133,459,43909
11026,360000,2,3,1,38,0,-1,-1,0,4,0,129709,89110,292514,250700,105357,33028,35748,26041,50201,33298,44103,9795
11027,80000,2,2,1,41,0,1,0,-1,0,0,67563,69637,101554,98463,-5202,63352,7271,5454,50277,10664,0,1617
11028,20000,2,3,1,26,6,-1,0,-1,0,-1,18927,-2063,19110,3388,5331,6430,1992,0,3965,269,386,3127
11029,100000,2,3,1,40,4,-1,0,-1,2,2,43975,40941,114409,15901,39671,107712,14357,17382,48281,3122,10531,9112
11030,1000000,2,2,2,49,-1,2,3,-1,1,0,38999,1016438,1118428,178692,62028,231859,8041,475510,312884,12248,13820,73186
11031,100000,1,2,2,37,-1,0,0,0,1,0,62923,90468,77531,46886,5059,33078,28920,17273,24659,22710,792,4682
11032,50000,1,2,1,29,0,0,0,0,4,0,43902,5518,8665,57587,41667,21473,11412,277,3623,27679,4930,1718
11033,20000,2,3,2,23,0,1,1,0,0,-1,23405,17401,19120,22111,25254,15376,2049,564,8414,3509,9152,5111
11034,50000,2,3,2,36,1,0,-1,0,-1,-1,20401,-694,3992,-1286,31112,12808,10103,0,1395,0,12730,4523
11035,80000,2,2,2,34,8,0,-1,0,0,4,10731,82423,36364,-1069,94819,92012,4993,16380,804,0,10900,28889
11036,150000,2,2,2,43,-2,0,4,1,0,0,3276,3578,103623,58271,77090,90017,147,1789,32153,20209,2571,7862
11037,200000,1,2,2,39,-1,0,0,-1,-1,0,135780,103160,59487,87734,92484,189470,23698,28669,1071,32738,21844,2434
11038,20000,1,1,2,29,1,5,-1,-1,-1,1,17387,17878,9570,-1589,17728,3645,3243,8851,2542,0,7204,828
11039,500000,2,3,1,21,-2,-1,0,5,2,-1,168326,274664,251686,66988,204016,55534,75960,20645,103722,9025,87510,5385
11040,50000,1,2,2,22,2,1,-1,0,0,0,17941,32761,52899,19985,43387,43199,4806,3755,12461,6052,8570,6375
11041,30000,1,5,1,36,3,0,2,-1,0,0,25375,6245,18163,19123,24896,15650,4327,106,6337,8905,2996,7012
11042,150000,2,2,2,34,5,2,-1,-1,2,0,135158,89794,46878,90425,92117,26459,67163,28144,11081,12630,12395,1934
11043,200000,1,2,2,35,0,-1,-1,-1,0,-1,72431,112919,183003,-5185,12885,53580,8554,18489,84606,0,3179,15622
11044,80000,1,3,2,29,-1,0,0,2,0,-2,83948,88032,29408,-3083,83031,-129,32435,20624,2980,0,22955,0
11045,200000,2,1,2,40,-1,-1,-2,1,1,1,42170,97369,32127,76729,100067,116120,19716,46503,9226,6878,41491,22100
11046,80000,2,2,2,39,0,-2,-1,0,0,2,11565,62967,27319,14326,41972,30501,3907,11624,5805,3965,7384,7569
11047,360000,1,2,1,48,7,-2,2,1,1,1,235981,31819,300399,53633,286510,217602,21067,13004,16334,16126,89138,93930
11048,360000,2,1,1,37,5,-1,0,-1,-1,0,103475,70124,205554,349933,222104,202792,44531,34123,45922,72494,93694,56544
11049,30000,2,3,2,35,3,3,-1,-1,0,1,8688,24369,1870,24229,9325,30457,3464,3120,556,4758,2395,10574
11050,50000,2,3,2,38,-2,0,-1,0,0,4,17805,16142,45828,42535,-4198,61991,1967,1930,16341,14691,0,23463
11051,200000,1,3,2,31,0,-1,3,-1,0,-1,223492,106143,15283,116540,219633,48802,25238,31774,2997,48778,77263,16025
11052,10000,1,2,3,43,6,0,-1,0,1,0,9333,3046,3603,-4893,-4883,-705,3012,1030,1340,0,0,0
11053,300000,1,2,2,37,-1,2,1,-1,-1,0,322563,178110,6691,305609,90231,245254,6783,41699,2573,100456,12015,99154
11054,80000,1,2,1,38,1,2,0,2,5,0,59573,44215,33005,89492,57128,41536,2652,18202,2992,40820,1215,19709
11055,250000,2,3,1,43,6,-1,1,-1,1,2,104836,293045,170448,183919,186860,238325,8431,145170,36067,35681,60952,78855
11056,20000,2,2,1,49,-1,-1,-1,1,1,0,29091,19393,4689,19286,23595,8764,6301,8010,2292,5771,1759,1456
11057,50000,2,3,1,36,-1,0,1,0,0,0,42510,32267,15017,18897,19529,64138,19980,15835,6637,3354,8442,5594
11058,30000,2,4,3,32,-1,-1,0,1,0,0,28966,1755,8629,11916,17254,21605,978,23,913,1379,5847,2468
11059,50000,1,3,2,39,-1,0,2,0,-1,-1,30685,57440,12056,49438,20559,14816,2074,19933,1077,4808,8260,15
11060,100000,2,1,3,29,-2,-1,2,2,0,0,25380,58636,24078,110212,85204,90041,462,26914,1824,3509,15245,8660
11061,120000,2,3,2,31,2,0,0,0,-1,4,13437,19935,51774,134585,132280,111843,2040,1150,17004,9030,22406,2134
11062,360000,1,1,1,50,-2,0,2,-1,1,-1,144962,395702,105007,273742,45547,376823,20397,59578,43602,111644,8761,89163
11063,200000,2,5,1,33,1,2,2,-1,0,-1,143874,176675,211764,31904,1112,169716,71183,49902,54624,1363,415,67400
11064,200000,2,2,1,25,-1,0,-1,-2,2,-1,202608,181710,96466,23874,40199,1364,69397,40712,3955,7462,1684,206
11065,30000,2,2,1,31,-1,0,-2,0,-1,3,27942,21966,3628,24729,25203,13749,11700,10308,1254,7117,7723,1521
11066,80000,2,3,2,29,4,1,-1,0,0,1,45463,83570,74095,7869,7695,67348,1298,38638,36583,1162,2605,25344
11067,1000000,2,2,2,31,0,0,0,2,1,1,1085902,977993,145373,888768,254991,938599,193518,55881,2076,263,39879,245794
11068,150000,2,2,2,21,0,0,0,0,0,-1,94043,4483,89909,56668,174924,9519,6502,1703,23867,531,18089,841
11069,250000,1,3,1,33,0,7,-1,0,0,0,246573,259045,298096,136273,143769,232690,62453,115928,96218,60454,51357,34062
11070,20000,1,3,2,29,-1,0,0,-1,2,0,18922,23289,911,866,1722,12996,3015,9755,87,366,194,2495
11071,30000,1,3,2,46,-2,-1,2,1,1,0,-168,7642,22103,10127,34547,6909,0,3669,1422,105,9059,2177
11072,30000,2,2,1,44,0,0,0,0,1,0,26391,25537,7176,15992,7455,12798,6728,8583,3424,7656,1125,5837
11073,10000,1,3,1,30,1,-1,0,-1,2,-2,5098,4587,15101,10333,9591,7713,1142,839,5262,3419,1820,3722
11074,500000,2,3,2,21,0,-1,-1,-1,1,-1,101584,278741,313931,335533,451647,123301,17460,93922,29515,32916,150006,48296
11075,50000,2,3,2,28,0,0,-1,0,-1,-1,22185,15114,37665,43829,51265,8963,11004,2978,1843,15149,14667,909
11076,1000000,1,2,1,43,0,0,0,0,0,-1,18858,625077,1093917,611648,820095,805951,1411,239226,29265,7017,273153,299384
11077,250000,2,2,2,33,0,0,-1,-1,0,-1,253535,226944,21684,280566,155500,203292,91569,10539,995,40894,61826,88215
11078,50000,2,2,1,23,5,0,0,0,0,0,21253,39386,8971,37944,13612,5361,5412,11477,1813,2592,1833,342
11079,1000000,1,3,2,35,6,1,0,-1,0,0,1134954,549314,628612,847291,968040,939364,491756,271844,100586,200636,145058,239748
11080,300000,1,2,1,44,7,-1,-2,-1,0,-1,167140,307174,71846,148605,49879,25758,56614,49767,29801,56045,17216,5252
11081,50000,2,4,2,31,0,1,-1,-1,-1,0,45741,61220,29138,54749,44521,46696,2311,15870,11558,2125,11938,1775
11082,50000,2,2,1,30,3,-2,0,-1,0,0,19734,53607,23028,57476,45743,27255,3187,14745,265,4280,1912,6945
11083,200000,1,3,2,29,-1,-1,0,2,0,-1,160361,56590,57683,85862,191771,195123,61784,3109,18109,38916,19791,79463
11084,30000,2,2,2,32,1,0,0,-1,0,0,23309,34374,19488,31163,25614,15560,307,4834,7930,13036,2473,4021
11085,150000,1,3,2,36,2,2,0,-2,0,0,40212,64551,47577,101522,125501,70064,16507,582,18703,1814,55341,15043
11086,20000,2,1,2,46,0,0,0,-1,-1,4,11653,1824,14460,14103,23958,-296,2831,210,2482,7020,6916,0
11087,50000,2,2,3,37,0,2,0,0,3,0,18629,41580,27617,44909,29932,19766,5135,17423,3217,11572,6186,6913
11088,500000,2,2,2,42,-2,-1,0,2,-2,-1,389804,137259,270540,394114,131482,600386,44115,5154,9330,160567,52259,32184
11089,120000,2,2,1,37,-1,-2,0,1,-1,-1,13625,91164,32333,49232,106810,120798,1542,41204,13985,20063,24340,29558
11090,150000,2,1,2,26,1,0,0,-1,0,-1,114478,13656,128407,125675,149329,47571,44889,2305,45286,8620,64912,15200
11091,50000,1,1,2,47,-1,-1,0,0,0,2,14370,58546,37677,52151,12572,17107,6381,18225,12323,24578,1433,5056
11092,100000,2,3,1,27,0,0,0,-1,-1,-1,31935,44123,46201,49146,111773,32740,7119,9729,17224,5580,13269,16186
11093,30000,2,2,1,29,1,0,1,-2,-1,-1,12117,33528,19670,-57,13061,2532,562,12388,8473,0,4327,549
11094,120000,2,2,2,41,-1,1,1,2,-1,-1,27828,118309,47905,13837,63977,48304,11907,52159,9985,226,9482,264
11095,20000,2,1,1,38,0,1,-1,-1,0,2,24915,4821,19415,23375,-1582,13155,9053,1098,279,5823,0,3503
11096,20000,2,2,1,25,0,-1,0,-1,-1,-1,18061,18973,3952,16285,20216,19706,4183,9213,1902,3326,3346,1636
11097,200000,2,2,2,23,2,0,0,0,0,-1,55018,134493,188461,125865,59449,10247,24437,66992,8137,24240,16295,2604
11098,20000,2,2,2,43,-1,0,-1,3,0,6,15302,1163,24528,1391,16730,26331,5209,149,5846,460,7488,10251
11099,150000,2,4,2,44,-1,0,-1,3,0,-1,59753,123534,143715,137624,91514,30116,22224,10086,9519,59414,41644,12835
11100,50000,2,2,1,36,0,-1,2,-1,-1,0,17150,36655,8758,23061,50718,37471,7238,11862,2271,9177,13289,4286
11101,50000,2,2,2,26,0,-1,-1,-1,-1,-2,32137,9026,14430,53786,21737,21541,5274,4219,6568,9172,63,2545
11102,150000,1,3,2,35,-1,-1,-1,-1,0,0,124972,118658,86768,160440,57758,39018,58219,19118,42433,24888,16503,11260
11103,80000,2,2,2,46,-1,1,2,0,-1,-1,22299,65679,10198,14852,27738,32709,3614,2743,1352,5515,7386,3003
11104,120000,2,2,2,37,2,-1,0,5,1,0,133058,19555,27255,25390,28031,58305,36473,6012,1527,11990,6342,2125
11105,30000,1,2,2,29,-1,0,-1,0,-1,-1,17430,5835,26956,16044,16787,3307,3923,651,9191,1295,2825,813
11106,30000,1,1,1,42,-1,-1,0,-2,1,-1,11595,24261,24920,11213,11127,28329,4317,2752,6465,4148,5046,13977
11107,30000,1,2,2,52,-1,0,0,0,0,0,14901,16259,20721,25587,29926,19268,5087,492,1945,8973,7935,2038
11108,30000,2,4,2,54,2,0,-1,-1,0,-1,7865,30837,-2156,18402,23634,12656,2652,9880,0,4865,11189,2512
11109,150000,1,6,1,39,0,0,2,0,0,-1,139720,120498,92891,185419,92359,139383,26413,19528,4124,29219,29420,4435
11110,250000,2,3,2,34,-1,0,0,0,2,5,185913,105123,134731,100738,234128,289056,83000,28025,38224,38310,4259,114364
11111,250000,2,2,1,21,-2,-1,3,-1,-1,0,125690,188031,57625,181475,53761,50075,15706,75961,20011,13131,4655,3894
11112,500000,2,3,2,28,0,0,4,0,-1,1,546324,240513,86035,427978,264091,487500,46920,82428,8006,39756,76691,26215
11113,50000,2,3,1,46,-1,0,0,1,-1,0,38224,49658,6966,60450,22922,56766,13389,1484,2015,26193,7059,1177
11114,30000,2,2,2,42,0,0,-1,-1,1,-1,27027,14766,3722,23445,3027,3215,3595,3175,1448,8288,498,870
11115,120000,2,2,2,36,0,0,0,-1,0,0,51898,111771,77688,30164,75529,79441,17742,21048,188,893,1952,38840
11116,300000,1,2,2,27,-1,0,0,2,-1,2,131408,257117,183882,48505,101695,82362,5564,122695,25687,7951,9600,20571
11117,250000,2,3,2,41,-1,-1,2,8,-1,1,219575,63677,110149,195368,221638,183340,56213,7857,48352,90046,11938,63955
11118,150000,1,1,1,40,0,0,-1,0,0,-1,94257,30980,39714,139584,86091,63879,5151,3257,12755,12773,10616,15925
11119,50000,2,6,1,39,-1,2,-1,1,-1,2,4378,541,48680,7344,38881,46812,1586,50,16856,2739,1013,7405
11120,100000,1,2,1,28,-1,0,-1,1,-1,-1,107863,17618,88816,26953,62848,37275,9528,8258,28328,1842,7978,10515
11121,200000,2,2,2,28,0,-1,-1,0,-1,-1,161913,215262,20461,146484,107013,178160,44236,93119,9352,55025,37950,86807
11122,100000,1,2,2,23,-1,0,-1,0,-2,1,25665,29557,18983,103674,63307,43808,11104,2802,9122,1806,8235,19953
11123,20000,2,2,1,21,2,0,2,0,2,0,15636,6804,12486,8933,14833,10698,2766,2799,2930,3028,923,353
11124,150000,1,3,2,30,0,1,0,0,-1,3,63466,30326,143310,119825,181657,70866,30616,5289,49202,25094,65533,6092
11125,250000,1,3,1,36,0,0,0,-1,0,0,39199,264335,98974,103339,125353,244982,19093,70570,1601,46478,49476,28244
11126,200000,1,2,1,30,3,-2,-2,0,-1,0,118302,165022,80758,45675,206591,173476,11759,65498,36257,15111,97670,34473
11127,50000,1,3,1,45,2,1,0,0,-1,-1,3373,36691,12400,32694,26946,59550,49,6909,3132,14221,12042,8541
11128,80000,1,3,1,23,-1,-2,0,0,1,-1,17216,18813,79865,25743,38629,30271,1584,1771,10498,8531,16803,10706
11129,100000,2,2,1,46,-1,2,-2,-2,0,2,15417,76149,113367,27726,50543,5756,7486,27055,54318,9514,14077,1352
11130,100000,1,2,3,42,0,0,-2,-1,2,0,35973,103378,57954,34962,18076,44838,8646,37355,19675,16606,5947,15262
11131,30000,1,2,1,23,0,0,0,2,-1,0,13319,-303,38794,840,-1059,8010,3477,0,10096,132,0,2507
11132,100000,2,3,2,58,0,0,0,-2,0,1,13920,58785,87989,32284,112726,103021,6470,20305,2054,7208,23670,8733
11133,120000,2,2,1,32,0,1,-1,1,0,-1,108359,637,128516,116477,23676,91257,37751,18,50462,17293,8320,2063
11134,200000,2,3,1,25,0,-1,-1,0,8,0,59347,55192,177631,59847,135441,55850,5024,15623,6273,16815,26604,24818
11135,150000,2,3,2,26,5,5,0,1,2,0,138805,9428,172470,108037,44323,110509,25384,3170,33314,25271,9181,35049
11136,100000,1,3,2,30,-1,1,0,1,-1,0,68819,115250,13495,100183,56970,62978,7700,47260,5721,12959,16491,29179
11137,500000,1,3,2,31,-1,2,0,-1,1,1,176390,158378,510044,481905,309407,91884,8435,71763,129908,11868,26227,28959
11138,150000,1,3,2,29,1,-1,0,0,0,0,52415,149693,165573,173753,31826,18826,13098,67278,22632,9606,14466,9173
11139,800000,1,3,1,37,0,-1,2,0,-1,-1,442103,561080,490012,438444,540192,707594,196224,200683,107269,15531,61212,6981
11140,300000,2,4,1,46,0,0,2,0,0,4,51341,116408,136239,131984,255727,50473,4535,31760,60985,14475,119183,13436
11141,200000,1,2,2,28,3,1,-1,-1,0,2,40076,229755,49775,223566,228427,113873,14044,70453,8460,64931,12210,42985
11142,360000,1,3,1,37,0,1,0,-2,0,-1,336936,80259,221868,308509,274529,135472,147289,2655,83819,130834,134284,33808
11143,1000000,2,3,2,44,-1,-1,-1,2,-1,0,1010824,532835,1194716,654533,250994,875140,223752,143869,291755,324811,104587,259922
11144,50000,2,3,2,30,-1,7,1,0,-1,-1,29373,50737,49866,19858,-5233,45393,6730,18862,6268,3495,0,18594
11145,200000,1,3,2,28,-1,0,-1,-1,-2,0,129411,15923,179528,188900,86446,71181,11915,777,8682,62403,2222,30606
11146,360000,2,1,2,36,1,0,1,0,0,-1,102761,291557,277075,110759,292056,165505,10526,114850,6535,24587,105028,30466
11147,10000,2,3,2,21,-1,0,-1,-1,0,-1,869,272,1394,16241,5868,4993,122,128,253,939,2351,2335
11148,250000,1,2,1,34,0,0,-1,0,-1,0,156888,258214,9534,66005,18368,100891,19851,67737,3232,11890,8998,31006
11149,30000,1,2,1,53,2,0,-2,4,1,1,20949,17403,1496,11173,6291,18204,6614,5503,664,2597,370,7748
11150,360000,2,3,1,31,-1,-1,-1,0,2,0,362749,188662,362119,95539,406170,216368,72540,46616,118667,15554,59873,35741
11151,200000,1,4,3,49,0,-1,0,1,-1,0,87386,53731,160675,166454,93943,198979,39834,3203,39785,10551,21586,22655
11152,50000,2,3,1,38,-2,-1,0,0,1,-1,12707,52900,48009,17657,22463,43839,2275,12216,1289,8675,3899,15406
11153,20000,2,2,1,32,0,-2,-1,-1,1,0,11376,6602,23158,1389,15723,23785,781,235,980,155,4073,270
11154,300000,2,3,2,37,1,5,0,1,2,-1,151928,142606,99242,213266,172937,85889,70788,27585,31002,80175,48634,14948
11155,30000,1,3,2,39,1,0,3,-1,0,1,5307,3728,30277,854,-5888,30206,212,549,1122,124,0,2888
11156,500000,2,3,1,29,-1,5,0,-1,1,0,150140,221687,361958,272928,162787,199873,58261,99496,131393,105712,56822,78030
11157,30000,2,3,1,21,-1,-1,-1,1,0,0,23221,9386,7295,21394,26418,20394,3696,318,1477,9416,5961,9938
11158,300000,2,4,2,32,-1,-1,2,2,0,2,263530,264153,334227,323838,288731,179507,19021,110362,142064,121300,84393,55608
11159,100000,2,2,2,28,3,0,1,2,-1,-1,54600,57836,33601,25846,1122,111814,9636,25885,1904,9613,174,51284
11160,360000,1,4,1,40,-1,0,0,2,0,0,121624,404849,138989,82630,395144,82128,35138,19610,24017,14195,110912,21391
11161,250000,1,3,1,41,0,0,1,-1,0,1,280850,271609,5863,141495,156406,256146,118253,71344,1185,58782,59883,97937
11162,300000,1,2,2,31,0,0,-1,0,1,0,338528,196810,30769,10887,157895,303977,100310,48034,5614,1422,48662,146553
11163,120000,2,2,2,39,-1,0,-1,1,-1,1,126349,112123,105054,32760,42660,91881,15465,41882,15428,16183,16641,10397
11164,200000,1,2,2,38,2,-2,0,0,3,2,76661,116999,201746,54187,36928,175844,21526,30302,15027,6214,8834,3800
11165,80000,1,3,2,21,-1,-1,0,-1,1,0,75173,39489,49883,79018,9295,69979,32299,180,4802,4548,559,20396
11166,20000,2,3,1,43,-1,-2,0,0,-1,0,14093,11602,21521,8583,7744,4221,2672,666,8719,1496,614,2055
11167,50000,2,1,2,22,-1,0,-1,0,2,0,-2130,44061,37421,50402,32869,35520,0,10599,10225,10301,7302,2663
11168,10000,2,3,1,32,-1,-1,1,-2,2,-1,6115,10991,5218,15599,7538,1266,623,4688,1506,60,2633,252
11169,80000,1,3,1,49,0,-1,1,-1,0,0,66890,86002,77654,16860,57059,60781,24174,26406,20543,1930,5079,6464
11170,120000,2,3,2,42,-1,0,-1,-1,-1,-1,42675,11434,62862,55616,30994,21521,7398,608,13882,10807,12142,434
11171,10000,2,3,1,23,-1,4,0,0,3,1,5680,12526,-669,8545,486,7274,2500,4479,0,2419,175,3179
11172,10000,2,3,2,35,2,0,1,0,-1,2,-613,3091,14485,7668,21360,2176,0,768,4764,502,2073,763
11173,200000,2,2,1,35,-1,2,7,0,-1,-1,169064,99094,179778,192966,87006,81063,39411,43977,53151,75452,24773,13239
11174,30000,1,2,2,37,0,0,0,2,2,1,11149,2575,24897,11103,34889,18072,1690,961,9420,5458,16095,2144
11175,30000,1,1,2,22,-1,4,0,-1,-1,-1,8956,15662,30383,20106,2982,22321,1902,5851,9711,6577,1309,1041
11176,120000,2,2,2,54,-1,0,0,0,0,2,10232,21304,101952,67242,81575,61941,2803,40,48624,14949,5098,24907
11177,200000,1,3,2,38,4,0,0,-2,-1,1,213277,213682,50130,104094,205130,243591,80338,101916,21833,7257,93801,51297
11178,800000,2,2,2,36,0,3,0,-1,2,0,746012,875392,186193,494046,466958,648500,223387,261032,40467,30900,81445,88292
11179,80000,2,1,2,43,1,0,5,0,0,0,2613,67832,3329,-496,41969,15619,159,18954,1150,0,10265,3009
11180,30000,1,2,1,33,0,-1,-1,2,2,0,10288,23412,41509,7275,17152,21751,2699,414,3914,518,6472,7342
11181,20000,2,2,2,40,0,0,0,-1,-1,-1,11092,1927,5785,8867,3687,5986,3308,628,1775,1853,1207,2563
11182,50000,1,2,2,28,-1,-1,0,-1,-1,-1,9318,33684,30569,33693,37,3617,3091,16768,11344,2430,1,1260
11183,30000,2,3,1,29,-1,-2,-1,-1,0,-1,11678,39128,25484,19526,11060,28233,4661,2646,7119,4074,430,6698
11184,10000,1,3,1,39,0,-1,2,0,0,1,14650,2159,6436,11113,16994,633,3868,545,484,3350,7599,64
11185,80000,1,3,2,35,-1,0,2,1,5,0,95548,61537,72209,30551,61416,13287,5233,11403,24905,3172,18076,3004
11186,50000,1,3,2,34,1,6,0,-1,1,-1,33781,47363,30679,31712,48959,-1111,13987,18679,2855,10406,14636,0
11187,10000,2,3,2,38,-1,-1,-1,0,0,2,9098,6050,11118,9395,18717,7145,4328,1097,1789,2,971,2592
11188,80000,2,2,1,24,1,-1,-1,2,-1,0,10404,68246,68944,55907,34116,73601,3132,25864,4828,23895,1930,10942
11189,300000,1,2,2,21,0,0,-1,-1,0,0,192439,182776,291417,179603,213885,354836,59119,69608,28944,73376,67472,12687
11190,80000,2,2,2,32,2,1,5,0,0,2,39296,29325,88334,70194,35016,55710,3335,4901,38495,32994,11660,3417
11191,200000,2,3,2,22,0,5,0,0,-1,0,241189,27143,170014,140316,24178,33047,5958,12728,31392,11647,5695,7919
11192,250000,2,2,2,38,2,7,-1,0,0,1,52728,66337,23478,283039,173100,110764,23187,18394,5580,3439,24713,9407
11193,20000,2,3,2,44,-1,2,0,1,3,0,15371,5045,18280,7261,7249,8913,6414,1915,7247,3072,103,364
11194,800000,2,1,2,33,-1,0,0,1,0,0,862413,305243,489408,845582,852184,496973,383130,28279,210991,71863,29580,220193
11195,30000,1,2,1,22,0,2,-1,0,-1,2,8138,14869,2274,14167,31018,2135,3756,1477,573,1394,4771,308
11196,200000,2,2,2,33,0,-1,0,0,-1,0,95243,137285,102024,61223,52323,184550,9672,54879,32898,12679,13397,26653
11197,100000,2,2,1,27,-1,1,0,0,0,0,68862,112436,118552,78326,107895,74578,26117,5705,27797,9106,9176,28480
11198,300000,2,3,2,45,0,0,2,0,-1,1,149319,312497,15261,275610,287600,136167,42440,110997,3310,65971,62079,21628
11199,1000000,2,2,1,35,5,-2,0,-1,0,0,652283,822341,821442,450086,224926,1055652,285221,30575,362446,197916,56803,358370
11200,50000,2,2,1,45,-1,-1,-1,0,-1,-1,44100,15343,63192,-4169,3773,158,19734,7105,28008,0,1261,14
11201,300000,1,3,1,27,0,-1,-1,-1,0,0,234765,102075,216363,223739,119069,61856,7892,613,9813,82780,1160,868
11202,120000,2,2,2,34,1,0,0,-1,-1,-1,16227,50871,114457,15177,66547,106419,342,1204,22426,7103,2316,7986
11203,800000,1,3,2,28,0,0,-1,0,0,0,640240,12654,562322,308309,437550,875933,149727,1928,128869,94305,107381,66473
11204,200000,2,2,1,39,0,1,0,0,0,-1,74661,225457,110909,2909,131939,140420,26185,29954,10494,856,17832,52794
11205,150000,2,2,2,32,-2,4,0,0,-1,-1,137279,96238,98239,133052,40624,88946,31580,29142,16336,4621,9440,26076
11206,50000,1,2,2,28,0,-2,-1,0,2,0,4776,55190,55336,3435,33196,13507,389,21657,18447,1578,84,1227
11207,200000,2,3,1,22,-1,4,-1,-1,-1,0,131232,125337,33714,161063,118844,163540,25064,5473,16057,21818,17866,20340
11208,80000,2,3,2,42,2,-1,1,0,-1,1,8907,29497,8520,73222,65394,54099,104,10850,3047,35726,25394,832
11209,300000,2,3,1,40,-1,-1,0,0,2,-1,273001,262347,347130,224530,321281,18084,71020,127642,167050,19441,69209,3315
11210,800000,1,3,1,29,-1,1,-1,0,0,-1,527695,29229,556252,33334,41592,147709,70226,8187,128970,14773,10150,55794
11211,10000,1,3,2,28,4,0,-1,-1,-2,0,4275,17314,14608,5688,7664,12642,93,6760,6368,551,3617,4402
11212,500000,2,2,1,39,-1,-1,4,-1,-1,-2,296724,54462,118716,117767,580698,488260,102638,10420,43318,2895,82135,36466
11213,80000,2,3,1,46,-1,0,-1,-1,-1,0,38396,77696,67949,22729,26131,70098,5947,13726,14596,6430,10196,25986
11214,120000,2,3,2,21,-1,0,-1,1,4,1,62575,65382,35391,132752,121835,34567,30802,1746,14257,64793,22860,10298
11215,500000,1,2,1,45,2,-1,1,-2,0,-2,72206,132957,35161,491730,495149,565691,35776,8238,12429,37180,84365,195844
11216,250000,2,3,1,37,-1,1,0,0,3,0,228245,137571,245167,217389,221005,7296,15104,21198,62447,84982,100305,2159
11217,50000,2,2,1,39,-1,0,4,1,2,0,47040,20916,27866,22580,3886,17761,17753,2869,4576,5204,600,4773
11218,30000,2,2,2,31,0,4,0,0,0,-2,21395,41711,15539,31148,26191,23458,2309,7634,3585,6016,9845,2530
11219,300000,2,3,2,26,0,-1,1,5,0,0,316067,160217,246464,332437,325330,326718,1709,20618,36070,74714,52690,83879
11220,250000,1,2,1,37,-1,-1,0,0,0,-1,240823,276908,54847,157887,89603,157204,94384,102549,6946,29662,18539,67498
11221,300000,1,3,2,21,-1,0,0,-1,-1,5,259684,294637,57356,339559,214524,35526,32600,58706,27973,58559,51303,14070
11222,100000,2,3,1,46,0,-1,1,0,-1,-1,74658,40951,90322,112078,107100,101766,893,8299,45032,28755,42008,15219
11223,120000,2,1,1,39,-1,3,-1,-1,7,-1,130393,76696,77506,65633,98139,84668,4370,21635,13153,24799,43998,28448
11224,120000,1,3,2,25,2,1,3,3,-1,0,134568,64230,81,142885,96442,104912,54225,24767,30,24665,30252,1797
11225,80000,1,2,2,40,-2,0,1,-1,0,0,62080,29865,12558,72746,21914,91277,25942,1656,5356,22312,2625,32251
11226,80000,1,2,1,21,0,8,0,0,0,1,45792,9584,40267,12022,5335,36909,18604,2983,1286,3494,545,17707
11227,200000,1,2,1,40,1,2,2,0,2,2,74765,110967,128013,64832,42595,158406,1254,1724,12257,15042,11032,32259
11228,250000,1,2,1,42,-1,-1,0,0,0,1,102286,117965,217228,135363,81249,125497,49451,56440,98442,48665,25771,49140
