ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT_PAYMENT_NEXT_MONTH
4907,800000,2,6,2,41,-1,-1,0,-1,3,2,76069,859707,293079,607673,675636,470168,5914,142109,116466,76237,28049,185516,0
4908,50000,2,2,1,27,7,0,0,4,1,-1,35288,7522,3452,8083,12295,6210,10974,497,1105,464,4213,2985,0
4909,250000,1,2,2,28,-1,0,5,-1,-1,-1,176051,51628,180670,32708,138808,3633,39745,5435,38540,10333,24284,671,1
4910,150000,1,2,1,38,-1,2,0,0,4,4,73409,147397,3319,143220,135901,9418,14958,66628,1118,55932,27665,1098,1
4911,360000,1,3,2,49,2,0,2,0,-1,0,366159,17940,20309,302827,220288,224836,158759,7530,4707,97486,81490,50579,0
4912,150000,2,2,2,35,-1,0,2,2,-1,7,86755,86827,80509,132984,46785,3965,273,23763,14371,35559,12940,1605,0
4913,150000,2,2,2,33,1,-1,1,-1,-1,-1,83856,51808,123047,18688,74384,66841,9634,7309,515,2735,22543,20574,0
4914,50000,2,1,2,22,-1,-2,-1,-2,-1,-1,33755,23063,29980,7000,23689,42367,14303,5722,14039,631,4977,7768,0
4915,50000,1,3,2,31,1,-1,0,0,-1,-2,2016,17400,-1088,26118,38635,1433,372,8685,0,4178,4233,402,0
4916,360000,1,2,1,28,0,-1,-2,0,-1,-1,112456,70489,414373,142492,198757,106563,14505,28661,68027,70068,17946,28918,0
4917,80000,2,3,2,35,0,0,0,0,0,0,79770,70550,22438,44639,34429,62219,30204,1512,629,21772,33,2953,0
4918,100000,1,3,2,21,0,0,-1,-1,0,-1,22624,32677,91055,98443,94297,107728,4163,5350,34617,36974,4854,46723,1
4919,250000,2,3,2,32,-1,0,-1,2,0,0,247048,126954,185588,272129,87802,169662,88248,24355,4345,14883,38503,18964,1
4920,80000,2,2,3,25,-1,-1,1,-1,-1,-1,67012,9950,35593,18753,2458,57174,29218,3625,5764,7135,944,13756,1
4921,500000,2,6,1,43,0,-1,0,-1,3,4,480844,57776,233887,285918,553655,68129,235580,5966,29740,107439,78449,15348,0
4922,250000,2,2,2,27,1,1,8,-2,-1,-1,25244,170544,247110,78996,224940,186109,12140,72189,1375,24071,41926,32345,1
4923,150000,2,2,2,29,0,0,0,-1,0,4,122758,81762,74169,156904,157868,46704,26917,34020,8792,2508,62672,13888,1
4924,360000,2,6,1,37,2,-2,-1,2,0,0,339875,209056,269735,324918,298034,88436,100743,94159,80719,51381,95270,29533,0
4925,20000,2,1,1,30,2,1,-1,1,-2,0,-2525,12709,17442,6598,5001,25659,0,1685,6885,2928,1020,6074,0
4926,50000,1,2,2,56,1,0,0,-1,0,-1,37542,49318,13242,60449,27828,3667,2218,3489,5832,3869,3354,71,0
4927,120000,2,2,1,43,2,-1,-1,1,-1,-1,70019,26566,16208,68293,12143,56052,26195,7442,4990,9400,3701,17033,0
4928,50000,2,2,2,35,-1,-1,6,0,-1,0,-6755,10108,3608,18295,51886,14124,0,4522,1409,3428,23075,2987,1
4929,250000,1,3,2,38,0,0,-1,-1,1,-1,197268,157538,259793,2768,171417,119898,44135,40392,54548,905,59689,46362,0
4930,360000,2,2,2,21,1,0,-2,-1,0,-1,113987,245134,90412,77149,426204,388687,50543,41731,38786,38207,8142,2279,1
4931,100000,1,3,2,46,-1,1,-1,0,-1,-1,114388,-2585,95513,119065,56689,114840,9579,0,493,55577,26827,36660,0
4932,80000,2,3,2,39,2,-1,2,1,-1,0,92708,17911,9529,97714,33618,32499,33739,885,3948,43539,10680,10088,0
4933,800000,2,2,1,34,-2,0,0,0,2,-1,5452,844480,907248,900507,718719,796489,1754,96257,15508,370902,240679,369115,0
4934,100000,1,2,2,40,0,0,1,0,-1,1,19086,716,22970,17511,82732,7375,4468,32,3366,7599,25170,766,1
4935,120000,1,2,2,41,-2,0,-1,1,2,-1,74748,127775,-7506,17795,30824,126130,35429,21768,0,1190,11100,53797,0
4936,80000,2,3,1,31,0,-1,0,-1,-1,-2,52224,71895,86025,84986,83962,86681,20067,11667,20733,12900,27129,33114,0
4937,360000,2,3,2,38,0,0,0,-1,1,3,279266,407614,386901,341263,203156,138135,118563,41971,116738,7066,32358,48723,0
4938,150000,2,3,2,44,0,-1,-1,0,0,-2,135126,32534,69259,118428,71687,174460,46236,4174,30322,13987,20093,34526,0
4939,250000,1,2,1,39,1,6,0,0,1,2,46385,63201,1256,240522,16228,270187,18009,1893,181,72671,5928,103427,1
4940,300000,2,1,2,32,1,0,0,2,-1,2,93962,202780,300556,214858,40084,199824,44306,54293,71805,85036,8175,78233,1
4941,80000,2,2,2,37,0,0,-1,-1,0,3,65271,44662,26541,51061,82630,57789,19712,16846,5870,4429,19183,28469,0
4942,100000,1,2,1,47,-1,0,-1,-1,0,0,13364,78525,116538,20866,35840,17980,2961,33914,3657,3539,10327,5399,0
4943,300000,1,2,2,42,0,2,-1,0,0,0,285024,241300,284073,261509,44724,14969,78868,102555,55065,25137,13311,1775,0
4944,80000,1,5,2,24,1,0,0,-1,0,-1,60798,2884,58122,53750,23135,70309,14081,1133,3207,26747,1828,31232,1
4945,250000,1,2,2,40,0,-1,0,3,-1,4,202083,177773,214555,291658,62047,87450,86768,62041,77911,137656,1091,39698,0
4946,500000,2,5,1,39,0,2,0,2,0,0,202110,411557,379490,52946,503039,556849,100232,22739,110021,2798,53279,213944,1
4947,200000,1,1,1,45,-1,2,-1,0,-1,0,149166,96614,164164,130672,57497,233334,18622,13768,48752,25839,10912,58717,1
4948,250000,2,4,1,35,-1,-1,0,0,0,-1,-318,266830,157901,155219,143059,269556,0,9666,17874,16254,29538,22806,1
4949,300000,2,2,2,31,3,-1,-1,0,2,-1,206912,161373,213098,321023,288464,21664,102037,27458,35979,86890,123205,10551,1
4950,300000,1,4,2,22,1,4,0,0,-1,0,20054,282448,165003,221063,340525,350423,4867,56894,15091,89111,143496,2663,0
4951,100000,2,1,1,28,-1,0,2,0,-1,-1,27938,17236,33357,23896,53252,31022,2715,4483,1138,8344,24380,15470,0
4952,20000,1,4,1,45,0,0,0,-1,-1,0,4868,29453,1414,23922,-38,20551,1584,14649,73,1762,0,4007,0
4953,100000,2,2,2,36,0,-1,-1,1,3,0,75870,52664,13406,93980,7544,114248,7327,18504,2891,4353,3596,7616,1
4954,200000,1,2,2,34,0,-1,1,2,0,1,58850,37914,23613,14125,242203,159994,20133,17218,2910,4829,30203,40578,0
4955,120000,2,2,2,46,0,0,-1,0,-1,0,22829,15210,65565,104326,65721,39895,8781,4452,21841,44540,16678,7508,0
4956,250000,2,2,2,44,0,-2,0,-1,-1,-1,151705,153747,225620,15078,251517,253924,48145,8399,75916,2640,49399,5945,0
4957,80000,2,3,1,28,4,-1,-1,1,0,-2,73405,18339,66409,51521,-2848,47420,9127,1612,14615,20611,0,16526,1
4958,200000,2,5,1,45,2,-2,0,5,0,0,93987,54285,51119,40635,71768,56392,367,4042,11612,6834,27462,7554,1
4959,50000,2,3,1,21,2,-1,0,0,-1,1,61213,5847,44928,33946,-4345,21015,7813,1011,9696,15772,0,9874,1
4960,250000,1,3,2,39,0,-1,0,-1,0,2,285097,290071,270179,143196,240559,64113,66270,124970,96030,8688,1181,2078,1
4961,150000,2,1,1,38,-2,2,3,-2,1,-1,134073,64792,64813,115385,138835,147984,5801,19804,9371,27353,50568,30326,0
4962,50000,2,3,2,45,0,-1,0,-1,0,0,52834,54939,37579,53368,18431,45910,23101,26876,14849,5701,243,22928,1
4963,80000,2,2,2,38,0,0,-2,0,-1,0,54968,74641,57092,72615,81618,31012,4186,14819,383,34527,22243,13114,0
4964,250000,1,3,2,32,1,-1,3,2,2,1,180271,223079,280175,195138,36104,57406,56014,9930,21043,10425,12344,9740,1
4965,120000,1,2,3,33,2,0,-2,0,-1,0,1487,120694,114035,66860,142106,65857,238,56297,39080,24159,59149,3014,1
4966,50000,2,3,2,59,0,0,0,-1,0,1,35981,128,5732,39299,36400,22127,10576,49,2751,6101,4086,777,0
4967,800000,2,2,2,35,-1,0,0,0,0,-1,499956,678276,961832,903045,828351,201336,46315,105531,271398,157702,15515,77771,0
4968,200000,1,2,2,40,-1,2,2,-1,0,-1,134553,190641,215448,75752,120678,222941,27743,26733,50215,24798,44144,31677,0
4969,500000,2,2,2,21,0,-1,0,-1,0,-1,124856,231463,56953,101144,437251,66433,45291,80289,15163,45642,54594,5189,0
4970,100000,2,2,2,27,-1,0,1,0,0,0,40156,61623,109861,57377,28207,91036,1653,10264,4058,18567,8318,8630,1
4971,120000,2,2,2,39,2,1,1,-1,-1,1,134544,118395,7345,80938,116453,109669,38580,467,3461,20479,56050,34731,0
4972,360000,2,1,1,21,0,0,-1,-2,0,-1,377184,397375,344357,156613,274741,308525,134133,59094,66846,36098,21964,50657,1
4973,150000,1,3,1,39,6,5,0,0,-1,0,80800,80102,104883,82830,53986,111472,17911,24307,50078,1029,2446,24084,1
4974,200000,1,1,2,28,-1,-2,0,0,0,1,104070,80897,107515,209837,219208,154697,34174,32980,42852,68099,71465,39584,0
4975,50000,1,3,2,25,-1,2,-1,1,-1,0,54564,3325,5902,15398,34168,42542,24316,500,2536,2663,9321,9810,0
4976,100000,2,2,2,28,0,0,-1,-1,-1,3,46655,18442,48825,108474,79283,106773,11920,1822,14837,710,21574,12366,1
4977,30000,2,1,2,48,2,-2,1,0,0,-1,30237,19247,4981,9514,18263,14250,1315,8581,966,3396,8129,1508,0
4978,50000,1,3,2,38,-1,0,4,0,-1,-1,52065,5818,52069,13399,45904,54631,18498,2043,23524,6367,20250,25251,0
4979,10000,2,2,1,26,1,1,0,-1,1,7,-2816,11282,10543,3378,6687,2661,0,4240,5254,666,2816,39,1
4980,20000,2,2,3,41,0,-1,0,-1,-1,-1,23307,18307,10335,16967,11611,-2228,4186,7811,3249,8162,5693,0,0
4981,800000,1,3,1,42,2,0,-1,-1,-1,2,960705,103921,451512,552983,192882,416911,474672,51713,98767,19534,35107,93283,0
4982,50000,1,2,1,31,-1,-1,-1,-1,0,2,797,54464,36239,8800,14356,9992,265,4751,11239,4268,5730,2644,0
4983,200000,2,3,2,43,0,1,0,0,-1,0,2311,149514,188439,234953,83880,67260,232,11792,34963,15527,6901,24659,0
4984,300000,1,2,1,44,-1,0,-2,0,1,-2,256047,108117,92075,328573,122868,241048,113560,41710,21194,128618,15201,53960,1
4985,150000,2,2,1,42,-1,-2,0,0,-1,0,74371,41207,43203,143344,133259,183838,8680,2440,5433,48739,52256,90685,1
4986,50000,2,3,1,28,0,-1,-1,1,0,-1,148,44946,55919,16724,41431,33662,69,19780,11718,6181,7126,4577,1
4987,250000,2,3,1,24,-1,2,0,0,-1,-1,161209,254998,131834,258713,258841,267175,11984,117097,45616,105339,27662,52704,0
4988,200000,2,2,2,21,1,-2,-1,-1,-2,-2,218302,126289,96047,145436,126666,106095,43351,33075,8911,8708,49548,37029,1
4989,250000,2,3,1,29,0,-1,-1,-1,1,-2,160241,281065,236546,232220,72693,119587,47171,72058,102335,112594,19064,44118,1
4990,250000,2,4,2,31,-1,0,0,0,0,0,280654,173665,71750,116653,66800,266189,12323,39121,28074,53914,14591,8253,0
4991,800000,2,2,1,32,6,-1,-1,-1,-1,5,550228,445217,168919,398830,444870,300844,106846,99327,13578,69064,6178,10849,0
4992,150000,2,2,2,34,4,-1,-2,-1,2,1,29751,43291,146465,23569,143820,82502,5024,13137,8462,11282,64132,24331,0
4993,80000,1,4,1,50,2,1,0,1,-1,-1,81396,13157,43072,35109,55265,6760,17354,431,20182,14055,22115,405,1
4994,200000,1,2,1,31,0,-1,0,-1,0,-1,100115,53144,133999,76988,141534,227473,18519,2252,17252,19558,23899,89134,0
4995,20000,2,1,1,34,0,-2,-1,0,0,6,14326,18863,-3338,-967,8270,15079,3810,8199,0,0,1031,2574,1
4996,360000,2,2,1,21,-1,0,0,-1,-1,-1,172197,102120,223226,124508,360951,230554,59030,19280,58568,12898,6977,68929,0
4997,30000,1,3,2,55,-2,3,-1,0,0,-2,8623,33376,14568,22526,37867,17123,41,5333,6280,9197,8407,138,1
4998,80000,1,4,2,23,0,1,-1,5,-1,-1,14261,63510,46657,67589,94980,58675,1007,18304,11428,6883,20209,13003,1
4999,300000,2,3,2,28,0,0,1,3,1,-1,224150,177081,224685,36682,39412,148278,55576,50825,25085,1644,10259,61968,1
5000,150000,1,5,2,41,0,0,0,3,1,0,62406,74919,28761,45484,143130,33336,30779,9929,4440,22220,35897,2869,1
5001,100000,2,1,2,37,0,2,-1,0,0,0,52394,29650,58483,5033,74021,79658,3440,4991,8523,375,11878,32475,0
5002,120000,2,1,1,49,-1,1,1,-1,0,0,29665,96325,108312,110107,97765,135420,7451,17820,12450,26710,19759,2992,0
5003,300000,2,3,2,41,0,0,2,-1,6,0,114703,342164,123238,317197,260737,190198,26084,150219,30689,47,31539,87353,1
5004,80000,1,5,1,34,-1,2,-1,-1,1,2,72954,90488,6231,75620,75170,2674,1194,25803,1347,15703,15135,513,1
5005,300000,1,2,2,44,0,0,-1,-1,-1,0,349389,98059,177183,179591,230691,112587,76251,48191,16818,50911,101327,166,0
5006,30000,1,1,1,45,-1,4,0,-1,-1,-1,12334,33393,10601,6291,12917,308,813,10013,1283,747,4620,39,1
5007,250000,1,2,2,29,-2,2,0,0,0,-1,228553,235342,44530,227719,202254,91678,15021,1753,19260,94725,30115,5684,0
5008,300000,2,2,2,43,2,0,0,-2,-1,0,329223,257805,67670,365337,345629,181470,127709,75398,27336,121252,64664,69919,1
5009,50000,2,2,1,32,-1,2,0,3,1,0,15427,6655,56597,48031,14959,54306,7599,1667,1167,2386,4084,12534,0
5010,100000,1,1,2,34,0,-1,0,0,0,0,17421,94370,83676,14977,105868,74236,2976,32883,21774,1722,49490,18221,0
5011,50000,1,4,2,36,2,0,3,-1,6,-1,15512,8078,3576,29373,60535,22197,1273,3396,1728,10519,25984,10966,0
5012,200000,1,2,1,31,-1,-1,2,0,-2,-1,207068,122845,61893,54562,87934,204273,94688,17338,7352,4051,4242,27368,1
5013,150000,2,3,2,31,0,2,-1,-1,0,0,53661,135942,179278,164038,29697,145258,15434,57221,35227,46150,1022,71574,0
5014,200000,2,1,1,43,-1,-1,0,1,0,-2,136858,36797,216842,147865,161523,40893,43462,12036,43826,41357,30734,9392,0
5015,50000,2,1,1,21,-1,3,0,-1,0,0,52395,52552,-4081,64910,14057,21964,24770,4353,0,22915,1988,8509,0
5016,50000,2,3,2,25,0,-2,0,0,2,0,22919,42792,12297,59595,16160,9821,5236,19422,1014,19709,4452,25,1
5017,20000,2,3,1,41,0,0,3,0,0,-1,6532,10436,18432,24461,4085,8156,2672,3454,7661,7711,1341,1423,1
5018,80000,2,2,1,34,-2,-1,-1,-1,1,-2,98025,79148,42286,38572,41352,16227,10817,23209,8258,2352,20326,6999,0
5019,150000,1,3,2,43,0,1,0,-1,0,-2,14659,79644,134524,58804,121599,113224,2308,34723,41218,7639,40687,23736,1
5020,300000,2,3,2,38,-1,0,2,-1,0,-1,252435,126420,348837,292315,307630,261949,31873,466,29413,78661,24919,97655,0
5021,200000,1,1,2,22,2,2,-1,1,0,0,98349,190837,44472,210056,228219,146046,31259,56229,9205,22050,70369,71931,0
5022,100000,2,2,2,35,0,0,2,-1,-1,-1,91764,12066,26690,5774,6568,87286,12294,673,10492,2169,922,4274,1
5023,500000,1,3,1,39,-1,1,1,2,-1,2,281483,343454,520814,188804,230100,110370,92321,51683,27367,15563,90314,19724,1
5024,200000,2,2,2,37,1,-1,-1,-1,4,0,201838,127610,3252,48920,158097,20582,10705,27357,1415,10173,52465,8954,0
5025,500000,1,2,1,30,-1,-1,-1,-1,-1,0,250346,443222,270501,9521,576319,594699,66366,78151,110553,4491,96373,51974,1
5026,150000,2,2,3,32,-1,2,-1,-1,-1,-1,29167,155978,57442,-148,67224,18104,4911,68165,22905,0,1027,6266,0
5027,50000,1,2,1,29,-1,-1,-1,-1,-1,-1,19003,44337,62162,18978,20350,7656,6896,2560,24542,9118,3402,967,1
5028,20000,2,4,1,23,0,2,0,-1,0,0,5377,11952,9241,10477,16176,1334,577,5487,2770,5123,1194,510,1
5029,250000,2,2,2,21,-1,-1,5,0,7,1,9567,125268,144780,186717,206475,256162,4636,24675,22695,50496,59433,5577,1
5030,30000,1,2,3,38,-1,-1,-1,0,2,1,7329,29126,26958,-673,6669,40777,1952,10118,12802,0,537,17516,1
5031,80000,2,2,2,27,0,2,-1,0,0,0,35520,21358,34760,89565,47499,18545,7428,9251,10583,41753,6646,7979,0
5032,150000,2,3,1,40,5,1,-1,0,2,0,23939,2198,48089,147472,124527,112900,368,414,8349,5443,3861,6293,1
5033,150000,1,3,2,29,0,-1,3,-1,0,0,132758,113821,63202,21161,32736,49902,2845,17375,15030,4544,9733,15271,0
5034,200000,2,4,1,23,0,0,0,2,-1,-1,154933,42635,200115,228187,140684,30816,67257,7554,95403,77506,61513,475,1
5035,50000,2,3,2,31,3,2,-1,1,-1,4,51385,54949,23392,65240,5972,51639,8377,14613,3640,4147,1516,20728,1
5036,100000,2,3,1,53,-1,-2,1,1,-1,4,28672,-388,107111,-367,48047,39247,1147,0,25622,0,17868,15040,1
5037,200000,1,2,1,34,-1,-1,2,0,2,0,89818,134719,40050,145390,-5134,222398,44903,10905,14908,3541,0,60242,0
5038,800000,2,2,2,40,2,0,0,1,4,-1,631833,833660,936995,181784,583535,671183,237972,379444,162209,9050,234397,16082,0
5039,250000,2,3,1,36,0,-1,-1,0,-1,1,120681,177087,258251,278951,70552,72340,22939,36667,24012,120751,6378,22054,1
5040,500000,2,3,2,22,-1,0,-1,0,0,-1,227319,291595,526461,486584,557248,465840,31371,35444,102717,33644,260480,41251,0
5041,250000,2,5,2,48,0,0,-1,1,5,0,100408,153329,194445,18480,2339,276284,46807,35512,14823,3320,1110,86593,0
5042,150000,1,3,2,32,1,2,-1,0,1,1,85636,21575,99892,172061,156823,139550,12251,347,29899,10504,25784,50533,0
5043,50000,1,2,1,23,-1,3,-1,-2,0,-2,23050,27508,-1930,34981,60679,3267,11367,8534,0,1924,23283,1395,0
5044,200000,2,1,2,30,-1,0,2,7,0,0,126570,217391,87024,129114,1698,75615,61492,51693,31475,30363,848,14741,1
5045,200000,2,1,1,33,-1,0,-1,0,2,-1,237927,9652,13340,119952,101626,16642,87926,4685,5848,17996,7533,7254,0
5046,200000,2,2,1,41,0,0,0,0,-2,1,108919,157921,96606,223127,220141,110185,44497,30628,13091,54737,89087,34354,0
5047,120000,1,1,2,28,0,-1,-2,0,3,2,113377,87594,34411,111086,114560,5439,2845,11773,10707,29210,47612,1913,0
5048,150000,2,2,1,58,-1,3,-1,-1,-1,-1,120207,171942,27010,71508,8050,168685,20644,55621,1457,26720,1045,82870,0
5049,80000,1,2,1,26,0,-2,0,1,2,-1,61755,14410,76435,52366,86030,35646,5339,3178,3769,18241,16768,8,0
5050,120000,2,3,1,40,0,-2,-1,0,-1,4,112865,98218,43238,26267,18951,105773,10105,43397,17789,5524,3862,33887,1
5051,50000,2,2,2,21,-2,0,8,1,4,0,32941,48042,24860,55539,56282,44658,882,6054,1070,4233,20011,21807,1
5052,300000,2,3,2,33,0,-1,-2,0,-2,-1,24218,39285,346631,27877,244250,12320,4415,13250,47464,10590,9689,4354,0
5053,50000,1,2,2,38,0,-1,-1,1,4,-1,46389,10972,20639,34691,15341,43702,2054,3303,775,9234,3627,328,0
5054,30000,2,2,1,24,0,-1,1,1,-1,4,29551,18033,20496,7705,24831,17540,8351,7908,5596,2036,8187,7804,0
5055,100000,2,5,1,48,2,0,4,-1,-1,0,92058,6219,111461,41294,112131,34129,17999,1831,9347,3723,6977,13780,1
5056,200000,2,1,1,38,-1,1,3,-2,4,3,92251,30508,237830,150006,142538,45981,20759,9850,32242,64168,32571,10383,1
5057,100000,1,4,1,32,-1,0,1,2,1,0,111599,13553,-5774,49712,-3073,58540,4446,674,0,4113,0,25242,0
5058,80000,2,2,1,38,0,-1,4,-1,1,0,9903,3818,18359,58210,22757,87250,3197,483,4798,17319,621,26180,0
5059,150000,1,2,2,29,0,-1,1,2,0,-1,67712,104548,169510,108209,84548,59103,28484,37091,38709,24076,39126,13075,0
5060,80000,2,2,2,46,5,0,-1,0,-1,-1,-445,47226,87095,4085,41584,81560,0,6814,19754,2021,6800,26626,0
5061,500000,1,1,1,44,-1,0,1,0,-1,1,210063,280514,132412,363195,298627,93096,12670,51665,23764,81426,98799,46058,0
5062,500000,1,2,2,38,-1,0,0,-1,2,-1,28253,581859,479237,257012,297328,58995,1043,110399,13929,40969,99751,23402,0
5063,120000,1,3,2,40,0,2,0,0,-1,0,109084,82473,89298,56903,87139,109548,14890,2759,35830,8942,13820,44720,0
5064,80000,1,2,2,21,2,-1,-2,-1,1,-1,26838,91197,30550,28935,88332,91691,5902,4259,7549,12797,19039,33304,0
5065,250000,1,3,1,48,0,0,0,-1,0,0,167454,178257,43956,225086,266582,271373,24493,11663,12474,74848,25237,20276,0
5066,20000,2,2,2,34,1,1,0,0,0,1,27364,25604,12656,2240,14492,18116,5738,903,5610,840,2263,7373,0
5067,120000,1,2,2,44,-1,3,1,-1,2,-2,53846,8670,86636,11272,113829,13806,10871,3100,26092,5080,44116,4477,1
5068,80000,2,4,1,41,0,-1,-1,0,0,-1,25833,42983,43368,93254,10018,89871,5850,9758,19159,9888,4711,34999,1
5069,500000,1,3,2,44,-1,-1,-1,0,0,0,327503,495968,454704,92966,69931,361129,85066,185117,108107,29092,9279,46688,0
5070,10000,2,2,1,25,3,-1,0,3,1,1,7183,8213,7006,-597,9070,16800,2083,1213,2375,0,3349,7877,1
5071,150000,2,2,2,26,-1,0,-1,2,-1,-1,27178,145280,43652,138547,117902,48048,9412,69717,7436,55315,49317,16059,1
5072,250000,1,2,2,55,0,0,1,0,-1,1,223987,186849,274675,68219,96673,165741,57634,84137,135574,11970,45476,49492,1
5073,120000,2,5,2,21,-1,2,-1,1,1,0,50329,65571,57245,42900,133414,8892,16173,790,8281,7964,34069,2630,0
5074,30000,1,2,2,25,2,3,-1,1,1,-1,18681,20033,-10957,41774,214,3437,5501,5582,0,3929,47,292,1
5075,800000,2,3,2,35,0,-1,0,-2,0,-1,876794,337881,765140,372593,261604,103008,98471,6951,242963,134377,13552,49187,0
5076,120000,2,2,1,35,4,0,0,2,6,0,21242,39755,26312,34667,135280,8241,10264,5731,10652,12130,5856,1384,0
5077,200000,1,6,1,30,-2,-1,-1,0,2,0,20866,199472,221981,63082,181861,166305,9147,68771,7696,22309,36073,54496,0
5078,50000,1,2,1,40,-1,2,-1,0,1,0,19192,12658,4284,32827,8415,24404,7574,4658,1115,7256,2900,5029,0
5079,120000,1,2,1,43,-1,-1,0,0,-1,0,91281,25976,58673,123854,55974,37685,44565,7021,2213,58389,15181,2377,0
5080,100000,1,3,1,34,0,6,4,-1,-1,-2,51363,106492,70208,30947,91877,24998,2583,2991,30077,13695,4404,6162,1
5081,30000,2,5,2,32,-1,0,4,-2,-1,0,2514,17536,7351,37125,43609,15945,142,6964,2494,8851,1030,6337,1
5082,30000,2,5,1,34,0,-1,0,-1,-1,0,8712,16425,38143,15812,14458,881,3139,5423,8422,462,4562,321,0
5083,300000,1,3,2,30,-1,0,1,1,0,-1,173322,167293,308372,71150,332647,168403,61137,24363,108029,29938,22544,17438,0
5084,50000,1,3,2,21,0,-1,-1,0,0,-1,57440,9417,51553,9321,35817,33034,13094,942,12336,3561,13658,12892,0
5085,50000,1,3,1,37,-1,-1,-1,-1,0,2,4130,20674,20846,27563,25194,28505,1234,5346,5149,9303,9230,1295,1
5086,120000,1,3,2,41,0,0,0,-1,0,-1,102410,63352,21309,132422,138981,131973,24104,30821,1479,46863,51785,57046,1
5087,250000,2,3,2,33,0,0,1,1,-2,-1,116805,57098,241550,150176,271591,57768,28566,10093,53754,50285,105108,3389,0
5088,20000,1,2,1,21,-1,3,-1,0,-2,0,19761,9910,15468,3971,-4389,14638,6119,2677,65,1383,0,4630,1
5089,150000,2,3,2,29,2,0,0,0,-1,-1,118275,19107,59564,107715,52163,166270,43140,6556,6128,51552,14363,9003,0
5090,30000,1,2,2,43,1,0,-1,-2,0,0,10862,30218,17515,1805,46367,21050,3795,13373,673,328,22578,9256,1
5091,20000,1,3,2,22,0,1,0,0,0,0,13090,22758,21324,11113,24680,11335,6334,3688,2898,1874,9310,4361,0
5092,20000,2,3,1,41,0,1,1,-2,3,3,14325,17944,28866,15296,9743,21782,5999,256,9440,7621,4268,3655,1
5093,300000,2,2,2,30,-2,-2,1,1,-1,-1,262112,291342,64568,79769,231122,194690,10497,62677,11559,29024,92398,87014,1
5094,30000,2,2,2,34,0,-1,0,-1,-1,-2,24524,2122,18229,-3362,6783,26755,10638,315,2648,0,531,1148,0
5095,20000,2,2,2,28,0,-2,-1,-1,-1,-1,20026,24556,4043,24880,20257,8304,3419,10006,147,9892,1173,1885,0
5096,100000,2,2,2,24,-1,0,1,2,-1,-1,37497,26299,67521,58813,43796,51989,13298,4166,3455,20076,12453,3937,0
5097,300000,1,2,2,47,1,2,-1,-2,-1,1,10937,103487,58838,54269,52562,118289,3862,46280,16802,21713,17982,16904,1
5098,50000,2,4,1,42,-1,1,1,-1,-1,5,2625,19950,50777,6433,53881,34549,144,4660,13190,1153,3790,14596,1
5099,100000,2,3,1,40,-1,1,-1,-1,0,-1,56048,64888,29605,91757,70807,117435,27051,6568,14161,27046,17955,47418,0
5100,20000,1,3,1,43,0,-1,0,1,-1,-1,14080,22491,11784,-7450,14758,-4533,2375,3143,1347,0,2386,0,1
5101,100000,2,2,2,39,0,-2,0,0,0,2,18216,25103,21944,62178,106321,9202,8608,10882,1437,20950,22251,465,0
5102,150000,1,4,1,43,-2,-1,-2,4,0,2,89918,105359,82550,49207,142762,47689,22171,20344,32902,16881,30843,12489,1
5103,150000,1,3,1,29,0,0,2,0,-1,-1,49274,43776,71055,154095,107338,26023,9286,5714,22901,64529,42131,11734,1
5104,80000,2,1,1,47,-1,-1,0,-1,0,2,6787,17443,59355,47134,50948,14431,274,7688,16041,5553,22998,5199,0
5105,80000,2,3,2,46,1,-1,-1,-1,-1,0,29527,87132,87342,64089,71759,69278,14085,23283,7069,20762,7381,25110,0
5106,30000,2,5,2,38,0,-1,-1,1,3,7,19522,13399,33728,19242,-1103,16992,2793,5691,6052,7271,0,2473,1
5107,80000,1,1,3,32,1,-1,0,2,-1,-2,66803,23556,34518,54148,92266,7161,20175,10297,14876,12149,34359,1308,0
5108,30000,2,3,2,23,-1,-1,-1,2,1,1,30241,35897,9322,19139,24750,-2898,4719,5350,3503,1732,6773,0,0
5109,250000,2,4,2,37,1,4,0,1,-1,-1,149507,86215,175814,219437,109037,96278,31754,6228,8072,38592,35329,43977,0
5110,800000,1,1,1,50,0,-2,0,1,-1,0,87380,122812,57795,774143,890227,801453,3108,48228,25314,322104,325460,281028,0
5111,800000,2,3,1,24,1,1,-1,0,2,3,569454,55784,578017,802142,653490,97276,23688,27278,174871,163662,50318,13500,0
5112,300000,2,2,1,44,1,6,-1,0,0,-1,16028,119401,170522,279426,100205,178180,389,58484,44532,136248,18674,44442,1
5113,200000,2,2,2,30,0,0,0,-1,0,-1,97539,206450,90952,199926,123999,132601,13223,79602,31982,18616,16952,55109,1
5114,200000,1,3,2,31,-1,3,-1,-1,0,-1,162148,95728,32911,197911,93882,41044,42322,27284,2479,41561,20959,17506,1
5115,80000,1,1,1,24,1,-1,-1,0,0,0,12070,21716,71043,85466,42329,81328,4108,8844,5013,3783,2109,255,0
